ïgeographicidentifiercode,id2,geographicareaname,naicscode,meaningof2007naicscode,year,numberofestablishments,receipts1000,v9
0500000US23007,23007,"Franklin County, Maine",0,Total for all sectors,2013,2389,79681,-0.048482822
0500000US23009,23009,"Hancock County, Maine",0,Total for all sectors,2013,7451,318537,0.032350796
0500000US23011,23011,"Kennebec County, Maine",0,Total for all sectors,2013,8198,304829,0.007266299
0500000US23013,23013,"Knox County, Maine",0,Total for all sectors,2013,5681,272532,0.04874454
0500000US23015,23015,"Lincoln County, Maine",0,Total for all sectors,2013,4587,178976,-0.001550872
0500000US23017,23017,"Oxford County, Maine",0,Total for all sectors,2013,4268,163315,0.011539033
0500000US23019,23019,"Penobscot County, Maine",0,Total for all sectors,2013,9215,340269,-0.000361348
0500000US23021,23021,"Piscataquis County, Maine",0,Total for all sectors,2013,1179,38942,-0.038469136
0500000US23023,23023,"Sagadahoc County, Maine",0,Total for all sectors,2013,3109,116334,-0.027193819
0500000US23025,23025,"Somerset County, Maine",0,Total for all sectors,2013,3294,111364,-0.046826721
0500000US23027,23027,"Waldo County, Maine",0,Total for all sectors,2013,3756,127343,0.000267067
0500000US23029,23029,"Washington County, Maine",0,Total for all sectors,2013,3649,155744,0.040318487
0500000US23031,23031,"York County, Maine",0,Total for all sectors,2013,16248,723898,0.023627347
0500000US25001,25001,"Barnstable County, Massachusetts",0,Total for all sectors,2013,24948,1269552,0.022649613
0500000US25003,25003,"Berkshire County, Massachusetts",0,Total for all sectors,2013,10054,437532,0.038792193
0500000US25005,25005,"Bristol County, Massachusetts",0,Total for all sectors,2013,30906,1455397,0.011339197
0500000US25007,25007,"Dukes County, Massachusetts",0,Total for all sectors,2013,3695,205461,0.057834092
0500000US25009,25009,"Essex County, Massachusetts",0,Total for all sectors,2013,56791,2856664,0.000984283
0500000US25011,25011,"Franklin County, Massachusetts",0,Total for all sectors,2013,5922,211741,-0.023924658
0500000US25013,25013,"Hampden County, Massachusetts",0,Total for all sectors,2013,23446,1135203,0.007859007
0500000US25015,25015,"Hampshire County, Massachusetts",0,Total for all sectors,2013,12700,534810,0.006011881
0500000US25017,25017,"Middlesex County, Massachusetts",0,Total for all sectors,2013,125980,6911758,0.018470443
0500000US25019,25019,"Nantucket County, Massachusetts",0,Total for all sectors,2013,2322,173609,0.050653901
0500000US25021,25021,"Norfolk County, Massachusetts",0,Total for all sectors,2013,52921,3310192,0.025405027
0500000US25023,25023,"Plymouth County, Massachusetts",0,Total for all sectors,2013,35386,1889073,0.040998548
0500000US25025,25025,"Suffolk County, Massachusetts",0,Total for all sectors,2013,49184,2827385,0.01942852
0500000US25027,25027,"Worcester County, Massachusetts",0,Total for all sectors,2013,49892,2371589,0.028831805
0500000US33001,33001,"Belknap County, New Hampshire",0,Total for all sectors,2013,5524,285640,-0.001094585
0500000US33003,33003,"Carroll County, New Hampshire",0,Total for all sectors,2013,5384,271069,-0.028795511
0500000US33005,33005,"Cheshire County, New Hampshire",0,Total for all sectors,2013,5837,291068,0.034459719
0500000US33007,33007,"Coos County, New Hampshire",0,Total for all sectors,2013,2227,88176,-0.036896258
0500000US33009,33009,"Grafton County, New Hampshire",0,Total for all sectors,2013,7890,417347,5.75E-05
0500000US33011,33011,"Hillsborough County, New Hampshire",0,Total for all sectors,2013,27576,1548741,0.037471095
0500000US33013,33013,"Merrimack County, New Hampshire",0,Total for all sectors,2013,10928,544003,0.024169514
0500000US33015,33015,"Rockingham County, New Hampshire",0,Total for all sectors,2013,25514,1529772,0.009409361
0500000US33017,33017,"Strafford County, New Hampshire",0,Total for all sectors,2013,7643,363770,0.049405153
0500000US33019,33019,"Sullivan County, New Hampshire",0,Total for all sectors,2013,3272,144848,0.0422519
0500000US44001,44001,"Bristol County, Rhode Island",0,Total for all sectors,2013,4166,201210,0.007899496
0500000US44003,44003,"Kent County, Rhode Island",0,Total for all sectors,2013,11127,543108,0.084095509
0500000US44005,44005,"Newport County, Rhode Island",0,Total for all sectors,2013,7428,361503,0.004066226
0500000US44007,44007,"Providence County, Rhode Island",0,Total for all sectors,2013,39945,1700551,0.007587042
0500000US44009,44009,"Washington County, Rhode Island",0,Total for all sectors,2013,11092,528894,0.025624418
0500000US50001,50001,"Addison County, Vermont",0,Total for all sectors,2013,3780,139595,0.022007629
0500000US50003,50003,"Bennington County, Vermont",0,Total for all sectors,2013,3637,152673,-0.025350476
0500000US50005,50005,"Caledonia County, Vermont",0,Total for all sectors,2013,2964,113912,0.035770791
0500000US50007,50007,"Chittenden County, Vermont",0,Total for all sectors,2013,13650,665539,0.023367705
0500000US50009,50009,"Essex County, Vermont",0,Total for all sectors,2013,540,19692,-0.010253317
0500000US50011,50011,"Franklin County, Vermont",0,Total for all sectors,2013,3693,150488,0.005035596
0500000US50013,50013,"Grand Isle County, Vermont",0,Total for all sectors,2013,707,30253,-0.003425898
0500000US50015,50015,"Lamoille County, Vermont",0,Total for all sectors,2013,2751,111926,0.024222403
0500000US50017,50017,"Orange County, Vermont",0,Total for all sectors,2013,2956,113820,0.087002197
0500000US50019,50019,"Orleans County, Vermont",0,Total for all sectors,2013,2541,97659,0.020822227
0500000US50021,50021,"Rutland County, Vermont",0,Total for all sectors,2013,5016,173145,-0.044110746
0500000US50023,50023,"Washington County, Vermont",0,Total for all sectors,2013,6007,228349,-0.053051729
0500000US50025,50025,"Windham County, Vermont",0,Total for all sectors,2013,5101,188790,0.00060421
0500000US50027,50027,"Windsor County, Vermont",0,Total for all sectors,2013,6103,246034,0.027466309
0500000US09001,9001,"Fairfield County, Connecticut",0,Total for all sectors,2014,90880,6355278,0.040382936
0500000US09003,9003,"Hartford County, Connecticut",0,Total for all sectors,2014,57906,3188982,0.04458938
0500000US09005,9005,"Litchfield County, Connecticut",0,Total for all sectors,2014,17010,950383,0.028803551
0500000US09007,9007,"Middlesex County, Connecticut",0,Total for all sectors,2014,13410,745254,0.028813527
0500000US09009,9009,"New Haven County, Connecticut",0,Total for all sectors,2014,58579,3051285,0.030466679
0500000US09011,9011,"New London County, Connecticut",0,Total for all sectors,2014,16099,779958,0.033293722
0500000US09013,9013,"Tolland County, Connecticut",0,Total for all sectors,2014,9330,450082,0.038984843
0500000US09015,9015,"Windham County, Connecticut",0,Total for all sectors,2014,6631,298352,0.051020013
0500000US23001,23001,"Androscoggin County, Maine",0,Total for all sectors,2014,6117,280007,0.03742414
0500000US23003,23003,"Aroostook County, Maine",0,Total for all sectors,2014,4119,165550,0.038406293
0500000US23005,23005,"Cumberland County, Maine",0,Total for all sectors,2014,27280,1372588,0.059016416
0500000US23007,23007,"Franklin County, Maine",0,Total for all sectors,2014,2366,80383,0.00881013
0500000US23009,23009,"Hancock County, Maine",0,Total for all sectors,2014,7520,343605,0.078697294
0500000US23011,23011,"Kennebec County, Maine",0,Total for all sectors,2014,8309,316068,0.036869852
0500000US23013,23013,"Knox County, Maine",0,Total for all sectors,2014,5838,289245,0.061324909
0500000US23015,23015,"Lincoln County, Maine",0,Total for all sectors,2014,4678,183439,0.024936304
0500000US23017,23017,"Oxford County, Maine",0,Total for all sectors,2014,4333,172438,0.055861372
0500000US23019,23019,"Penobscot County, Maine",0,Total for all sectors,2014,9243,362982,0.06675013
0500000US23021,23021,"Piscataquis County, Maine",0,Total for all sectors,2014,1199,40451,0.038749936
0500000US23023,23023,"Sagadahoc County, Maine",0,Total for all sectors,2014,3221,124840,0.07311706
0500000US23025,23025,"Somerset County, Maine",0,Total for all sectors,2014,3268,122114,0.096530297
0500000US23027,23027,"Waldo County, Maine",0,Total for all sectors,2014,3844,135398,0.06325436
0500000US23029,23029,"Washington County, Maine",0,Total for all sectors,2014,3771,178214,0.144275221
0500000US23031,23031,"York County, Maine",0,Total for all sectors,2014,16671,754309,0.042010062
0500000US25001,25001,"Barnstable County, Massachusetts",0,Total for all sectors,2014,25490,1313540,0.034648443
0500000US25003,25003,"Berkshire County, Massachusetts",0,Total for all sectors,2014,10121,445299,0.017751844
0500000US25005,25005,"Bristol County, Massachusetts",0,Total for all sectors,2014,31674,1495209,0.027354736
0500000US25007,25007,"Dukes County, Massachusetts",0,Total for all sectors,2014,3879,212145,0.032531721
0500000US25009,25009,"Essex County, Massachusetts",0,Total for all sectors,2014,58468,3030159,0.060733429
0500000US25011,25011,"Franklin County, Massachusetts",0,Total for all sectors,2014,6081,224475,0.06013951
0500000US25013,25013,"Hampden County, Massachusetts",0,Total for all sectors,2014,23956,1152845,0.015540833
0500000US25015,25015,"Hampshire County, Massachusetts",0,Total for all sectors,2014,12853,556679,0.040891158
0500000US25017,25017,"Middlesex County, Massachusetts",0,Total for all sectors,2014,131892,7254414,0.04957581
0500000US25019,25019,"Nantucket County, Massachusetts",0,Total for all sectors,2014,2418,185903,0.070814301
0500000US25021,25021,"Norfolk County, Massachusetts",0,Total for all sectors,2014,55172,3453931,0.043423161
0500000US25023,25023,"Plymouth County, Massachusetts",0,Total for all sectors,2014,36565,1973072,0.044465725
0500000US25025,25025,"Suffolk County, Massachusetts",0,Total for all sectors,2014,52973,2990081,0.057542924
0500000US25027,25027,"Worcester County, Massachusetts",0,Total for all sectors,2014,50732,2503017,0.055417697
0500000US33001,33001,"Belknap County, New Hampshire",0,Total for all sectors,2014,5583,299073,0.047027727
0500000US33003,33003,"Carroll County, New Hampshire",0,Total for all sectors,2014,5469,286013,0.055129875
0500000US33005,33005,"Cheshire County, New Hampshire",0,Total for all sectors,2014,5953,302353,0.038771009
0500000US33007,33007,"Coos County, New Hampshire",0,Total for all sectors,2014,2213,89071,0.010150154
0500000US33009,33009,"Grafton County, New Hampshire",0,Total for all sectors,2014,7949,429243,0.028503859
0500000US33011,33011,"Hillsborough County, New Hampshire",0,Total for all sectors,2014,28189,1609614,0.039304829
0500000US33013,33013,"Merrimack County, New Hampshire",0,Total for all sectors,2014,10985,578954,0.064247807
0500000US33015,33015,"Rockingham County, New Hampshire",0,Total for all sectors,2014,25986,1634520,0.068472949
0500000US33017,33017,"Strafford County, New Hampshire",0,Total for all sectors,2014,7772,381838,0.049668747
0500000US33019,33019,"Sullivan County, New Hampshire",0,Total for all sectors,2014,3246,151513,0.046013752
0500000US44001,44001,"Bristol County, Rhode Island",0,Total for all sectors,2014,4227,203203,0.009905074
0500000US44003,44003,"Kent County, Rhode Island",0,Total for all sectors,2014,11197,516901,-0.048253754
0500000US44005,44005,"Newport County, Rhode Island",0,Total for all sectors,2014,7606,356178,-0.014730168
0500000US44007,44007,"Providence County, Rhode Island",0,Total for all sectors,2014,40843,1757469,0.033470328
0500000US44009,44009,"Washington County, Rhode Island",0,Total for all sectors,2014,11350,548135,0.03637969
0500000US50001,50001,"Addison County, Vermont",0,Total for all sectors,2014,3868,144641,0.036147426
0500000US50003,50003,"Bennington County, Vermont",0,Total for all sectors,2014,3734,156648,0.026036038
0500000US50005,50005,"Caledonia County, Vermont",0,Total for all sectors,2014,3001,117581,0.032209074
0500000US50007,50007,"Chittenden County, Vermont",0,Total for all sectors,2014,14061,702718,0.055862992
0500000US50009,50009,"Essex County, Vermont",0,Total for all sectors,2014,560,20562,0.044180378
0500000US50011,50011,"Franklin County, Vermont",0,Total for all sectors,2014,3659,155321,0.032115518
0500000US50013,50013,"Grand Isle County, Vermont",0,Total for all sectors,2014,705,31058,0.026608931
0500000US50015,50015,"Lamoille County, Vermont",0,Total for all sectors,2014,2744,113223,0.011588014
0500000US50017,50017,"Orange County, Vermont",0,Total for all sectors,2014,2943,112344,-0.012967844
0500000US50019,50019,"Orleans County, Vermont",0,Total for all sectors,2014,2540,106549,0.091031037
0500000US50021,50021,"Rutland County, Vermont",0,Total for all sectors,2014,5035,179631,0.037459932
0500000US50023,50023,"Washington County, Vermont",0,Total for all sectors,2014,6065,239606,0.049297347
0500000US50025,50025,"Windham County, Vermont",0,Total for all sectors,2014,5141,200643,0.062784046
0500000US50027,50027,"Windsor County, Vermont",0,Total for all sectors,2014,6125,255494,0.03844997
0500000US09001,9001,"Fairfield County, Connecticut",0,Total for all sectors,2015,91902,6610956,0.040230813
0500000US09003,9003,"Hartford County, Connecticut",0,Total for all sectors,2015,58242,3174864,-0.004427118
0500000US09005,9005,"Litchfield County, Connecticut",0,Total for all sectors,2015,17074,956720,0.006667838
0500000US09007,9007,"Middlesex County, Connecticut",0,Total for all sectors,2015,13359,728621,-0.022318565
0500000US09009,9009,"New Haven County, Connecticut",0,Total for all sectors,2015,59574,3111983,0.019892603
0500000US09011,9011,"New London County, Connecticut",0,Total for all sectors,2015,16548,788915,0.011483952
0500000US09013,9013,"Tolland County, Connecticut",0,Total for all sectors,2015,9357,443638,-0.014317391
0500000US09015,9015,"Windham County, Connecticut",0,Total for all sectors,2015,6753,307086,0.029274146
0500000US23001,23001,"Androscoggin County, Maine",0,Total for all sectors,2015,6137,288809,0.031434928
0500000US23003,23003,"Aroostook County, Maine",0,Total for all sectors,2015,4035,165952,0.002428269
0500000US23005,23005,"Cumberland County, Maine",0,Total for all sectors,2015,28144,1427954,0.04033694
0500000US23007,23007,"Franklin County, Maine",0,Total for all sectors,2015,2391,82344,0.024395706
0500000US23009,23009,"Hancock County, Maine",0,Total for all sectors,2015,7621,356084,0.036317865
0500000US23011,23011,"Kennebec County, Maine",0,Total for all sectors,2015,8395,321382,0.016812838
0500000US23013,23013,"Knox County, Maine",0,Total for all sectors,2015,5919,306212,0.058659614
0500000US23015,23015,"Lincoln County, Maine",0,Total for all sectors,2015,4652,182971,-0.002551257
0500000US23017,23017,"Oxford County, Maine",0,Total for all sectors,2015,4401,183408,0.063617068
0500000US23019,23019,"Penobscot County, Maine",0,Total for all sectors,2015,9201,361008,-0.005438286
0500000US23021,23021,"Piscataquis County, Maine",0,Total for all sectors,2015,1149,41109,0.016266594
0500000US23023,23023,"Sagadahoc County, Maine",0,Total for all sectors,2015,3213,125952,0.008907401
0500000US23025,23025,"Somerset County, Maine",0,Total for all sectors,2015,3188,115579,-0.053515567
0500000US23027,23027,"Waldo County, Maine",0,Total for all sectors,2015,3853,134162,-0.009128643
0500000US23029,23029,"Washington County, Maine",0,Total for all sectors,2015,3776,185804,0.042589247
0500000US23031,23031,"York County, Maine",0,Total for all sectors,2015,16937,797202,0.056863964
0500000US25001,25001,"Barnstable County, Massachusetts",0,Total for all sectors,2015,25597,1336258,0.017295248
0500000US25003,25003,"Berkshire County, Massachusetts",0,Total for all sectors,2015,10183,450167,0.010931981
0500000US25005,25005,"Bristol County, Massachusetts",0,Total for all sectors,2015,31874,1574245,0.0528595
0500000US25007,25007,"Dukes County, Massachusetts",0,Total for all sectors,2015,3856,225683,0.063814844
0500000US25009,25009,"Essex County, Massachusetts",0,Total for all sectors,2015,60336,3122816,0.030578263
0500000US25011,25011,"Franklin County, Massachusetts",0,Total for all sectors,2015,6168,226823,0.010459962
0500000US25013,25013,"Hampden County, Massachusetts",0,Total for all sectors,2015,24116,1188098,0.030579132
0500000US25015,25015,"Hampshire County, Massachusetts",0,Total for all sectors,2015,12965,570879,0.025508417
0500000US25017,25017,"Middlesex County, Massachusetts",0,Total for all sectors,2015,134915,7511157,0.03539128
0500000US25019,25019,"Nantucket County, Massachusetts",0,Total for all sectors,2015,2472,192640,0.036239329
0500000US25021,25021,"Norfolk County, Massachusetts",0,Total for all sectors,2015,56887,3529927,0.022002756
0500000US25023,25023,"Plymouth County, Massachusetts",0,Total for all sectors,2015,37096,2020047,0.023808052
0500000US25025,25025,"Suffolk County, Massachusetts",0,Total for all sectors,2015,56292,3152339,0.05426542
0500000US25027,25027,"Worcester County, Massachusetts",0,Total for all sectors,2015,51541,2553812,0.02029351
0500000US33001,33001,"Belknap County, New Hampshire",0,Total for all sectors,2015,5609,307260,0.027374587
0500000US33003,33003,"Carroll County, New Hampshire",0,Total for all sectors,2015,5566,295171,0.032019524
0500000US33005,33005,"Cheshire County, New Hampshire",0,Total for all sectors,2015,5892,305188,0.009376457
0500000US33007,33007,"Coos County, New Hampshire",0,Total for all sectors,2015,2207,96481,0.08319206
0500000US33009,33009,"Grafton County, New Hampshire",0,Total for all sectors,2015,8108,441922,0.029538047
0500000US33011,33011,"Hillsborough County, New Hampshire",0,Total for all sectors,2015,28477,1657792,0.0299314
0500000US33013,33013,"Merrimack County, New Hampshire",0,Total for all sectors,2015,10989,589347,0.01795134
0500000US33015,33015,"Rockingham County, New Hampshire",0,Total for all sectors,2015,26488,1682628,0.029432494
0500000US33017,33017,"Strafford County, New Hampshire",0,Total for all sectors,2015,7920,392813,0.028742556
0500000US33019,33019,"Sullivan County, New Hampshire",0,Total for all sectors,2015,3181,144196,-0.048292886
0500000US44001,44001,"Bristol County, Rhode Island",0,Total for all sectors,2015,4329,206780,0.017603087
0500000US44003,44003,"Kent County, Rhode Island",0,Total for all sectors,2015,11589,543570,0.051594019
0500000US44005,44005,"Newport County, Rhode Island",0,Total for all sectors,2015,7698,378667,0.063139778
0500000US44007,44007,"Providence County, Rhode Island",0,Total for all sectors,2015,41595,1801081,0.024815231
0500000US44009,44009,"Washington County, Rhode Island",0,Total for all sectors,2015,11536,558579,0.0190537
0500000US50001,50001,"Addison County, Vermont",0,Total for all sectors,2015,3848,146873,0.015431309
0500000US50003,50003,"Bennington County, Vermont",0,Total for all sectors,2015,3749,168026,0.072634186
0500000US50005,50005,"Caledonia County, Vermont",0,Total for all sectors,2015,2960,121188,0.030676725
0500000US50007,50007,"Chittenden County, Vermont",0,Total for all sectors,2015,14274,720543,0.025365794
0500000US50009,50009,"Essex County, Vermont",0,Total for all sectors,2015,542,22412,0.089971793
0500000US50011,50011,"Franklin County, Vermont",0,Total for all sectors,2015,3626,153410,-0.012303552
0500000US50013,50013,"Grand Isle County, Vermont",0,Total for all sectors,2015,709,28518,-0.081782472
0500000US50015,50015,"Lamoille County, Vermont",0,Total for all sectors,2015,2777,123362,0.089548943
0500000US50017,50017,"Orange County, Vermont",0,Total for all sectors,2015,2960,116121,0.033619953
0500000US50019,50019,"Orleans County, Vermont",0,Total for all sectors,2015,2542,102975,-0.033543252
0500000US50021,50021,"Rutland County, Vermont",0,Total for all sectors,2015,4952,187662,0.044708319
0500000US50023,50023,"Washington County, Vermont",0,Total for all sectors,2015,6158,247484,0.032878976
0500000US50025,50025,"Windham County, Vermont",0,Total for all sectors,2015,5166,209633,0.044805949
0500000US50027,50027,"Windsor County, Vermont",0,Total for all sectors,2015,6049,262171,0.026133686
